country_code,year,P,G,g,E,F,e,f,ef
JPN,2004,0.127761,5.579537554151219,43.67168035747387,20.362799354418144,1242.4947288565359,3.6495496547501616,61.01787417489581,222.68776162857978
JPN,2005,0.127773,5.6723114692906504,44.393662740098854,20.687987723775606,1276.74156677859,3.6471882469392565,61.71414947773285,225.08312064503968
JPN,2006,0.127854,5.75285740682816,44.99552150756457,20.65174345134122,1252.2071508241593,3.589823628659617,60.6344521843668,217.66698916227165
JPN,2007,0.128001,5.84802594344433,45.68734575077015,20.47654927219762,1265.9579362740103,3.501446380406699,61.8247693713162,216.4761149346741
JPN,2008,0.128063,5.78407900761991,45.165887161943026,20.21111128591119,1273.0655413550242,3.494266115536319,62.98839897252239,220.0982282015677
JPN,2009,0.128047,5.470748521782469,42.724534911262815,18.541630432351035,1110.188748973501,3.3892309906999407,59.87546526849483,202.93178247056062
JPN,2010,0.12807000000000002,5.70009811474441,44.50767638591715,19.68355965853084,1182.449474219476,3.4531966401798404,60.07294893467115,207.44370542690152
JPN,2011,0.127833,5.6935166708075196,44.53870808639021,18.66688305599032,1192.0852995634077,3.278620953496351,63.860972182008716,209.37592150658136
JPN,2012,0.12762900000000002,5.778636370123559,45.2768286997748,18.561379018147065,1284.438171400406,3.212069046966211,69.19950129484658,222.273576174675
JPN,2013,0.127445,5.89423738811886,46.24926351068194,18.41317069429805,1274.608507303516,3.123927572278285,69.22265200627398,216.24655122862404
JPN,2014,0.127276,5.91402226746279,46.46612297261691,17.94829438217215,1240.8276141415583,3.0348709508448057,69.1334556766608,209.8111163646148
JPN,2015,0.127141,5.98614011053786,47.08268859406376,17.690324334431445,1206.570590987628,2.95521387868784,68.20511417301873,201.56070000159363
JPN,2016,0.126994511,6.04591296741537,47.607671542712346,17.669232524273394,1191.1942371043817,2.9225085805075683,67.41629753686016,197.02470801752506
